Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID	Gene name	Gene type
7	101467520	101471933	1	ENSMUSG00000007946	Phox2a	protein_coding
7	101471839	101487436	-1	ENSMUSG00000032737	Inppl1	protein_coding
11	102195386	102210568	-1	ENSMUSG00000020923	Ubtf	protein_coding
2	144197837	144198239	1	ENSMUSG00000081450	Gm11700	processed_pseudogene
2	144206047	144207547	-1	ENSMUSG00000082313	Gm11701	processed_pseudogene
2	116709172	116722975	1	ENSMUSG00000027355	Tmco5	protein_coding
7	101485710	101491978	1	ENSMUSG00000073985	Gm10602	lncRNA
7	101489195	101506401	-1	ENSMUSG00000032725	Folr2	protein_coding
7	101502166	101502483	1	ENSMUSG00000110295	Gm45319	processed_pseudogene
7	101507538	101519995	-1	ENSMUSG00000001827	Folr1	protein_coding
2	144210903	144249596	1	ENSMUSG00000027425	Kat14	protein_coding
2	116793718	116794030	1	ENSMUSG00002076462	Gm56456	misc_RNA
2	116798520	116798654	-1	ENSMUSG00000065794	Gm25514	snRNA
2	116803056	116806909	-1	ENSMUSG00000099470	Gm29340	lncRNA
2	116886047	116886493	1	ENSMUSG00000074930	Gm13981	processed_pseudogene
2	144210916	144215641	1	ENSMUSG00000098387	Pet117	protein_coding
2	116951855	117012760	1	ENSMUSG00000027351	Spred1	protein_coding
2	117015608	117015707	1	ENSMUSG00000076376	Mir674	miRNA
2	117071364	117071922	1	ENSMUSG00000081842	Rap1a-ps2	processed_pseudogene
2	117078752	117078915	1	ENSMUSG00000065845	Gm25189	snRNA
7	101530391	101530486	1	ENSMUSG00002075134	Gm56358	miRNA
7	101547577	101555566	-1	ENSMUSG00000078630	Tomt	protein_coding
2	174126113	174188537	1	ENSMUSG00000027523	Gnas	protein_coding
7	101555111	101575882	1	ENSMUSG00000030842	Lamtor1	protein_coding
7	101562191	101583102	-1	ENSMUSG00000064307	Lrrc51	protein_coding
7	101583318	101664171	1	ENSMUSG00000066306	Numa1	protein_coding
7	101595169	101595720	-1	ENSMUSG00000110150	Gm8523	processed_pseudogene
7	101606182	101606492	-1	ENSMUSG00000109872	Gm45312	processed_pseudogene
7	101629290	101629467	-1	ENSMUSG00000110287	Gm45313	processed_pseudogene
7	101664092	101667897	-1	ENSMUSG00000070427	Il18bp	protein_coding
7	101668344	101714676	-1	ENSMUSG00000070426	Rnf121	protein_coding
11	102210585	102211099	-1	ENSMUSG00000120603		lncRNA
11	102239650	102257029	-1	ENSMUSG00000006574	Slc4a1	protein_coding
7	101714718	101732972	1	ENSMUSG00000099481	Xndc1	protein_coding
7	101512922	101551056	1	ENSMUSG00000030649	Anapc15	protein_coding
7	118287768	118287996	1	ENSMUSG00000109357	Gm45236	TEC
7	118287768	118305001	-1	ENSMUSG00000033917	Gde1	protein_coding
7	118311775	118336247	1	ENSMUSG00000033904	Ccp110	protein_coding
11	102266375	102267846	-1	ENSMUSG00000087330	Bloodlinc	lncRNA
11	102284229	102293381	1	ENSMUSG00000006575	Rundc3a	protein_coding
7	118339449	118442189	1	ENSMUSG00000030982	Vps35l	protein_coding
11	102293811	102298772	-1	ENSMUSG00000018677	Slc25a39	protein_coding
11	102295746	102295813	-1	ENSMUSG00000098774	Mir6930	miRNA
11	102298834	102299297	-1	ENSMUSG00000120765		lncRNA
11	102319723	102321080	-1	ENSMUSG00000120705		lncRNA
11	102321141	102327874	1	ENSMUSG00000034708	Grn	protein_coding
7	118339672	118340404	-1	ENSMUSG00000108979	1700016B15Rik	TEC
7	118367240	118367816	1	ENSMUSG00000109303	Gm44549	lncRNA
7	118384366	118386423	1	ENSMUSG00000109379	Gm44550	TEC
7	118431788	118431901	1	ENSMUSG00000077667	Gm26147	snoRNA
7	118441445	118455224	-1	ENSMUSG00000030980	Knop1	protein_coding
7	118454975	118571875	1	ENSMUSG00000073856	Iqck	protein_coding
2	117080220	117102021	1	ENSMUSG00000027349	Fam98b	protein_coding
2	35641253	35869925	-1	ENSMUSG00000026885	Ttll11	protein_coding
7	118566891	118568909	-1	ENSMUSG00000109517	Gm44763	lncRNA
7	118571270	118594434	-1	ENSMUSG00000008734	Gprc5b	protein_coding
11	102327807	102338508	-1	ENSMUSG00000034685	Fam171a2	protein_coding
7	85212295	85273888	1	ENSMUSG00000091205	Vmn2r71	protein_coding
11	102344123	102360948	-1	ENSMUSG00000034664	Itga2b	protein_coding
7	133188753	133203887	-1	ENSMUSG00000030976	Tex36	protein_coding
7	133207222	133209067	1	ENSMUSG00000110026	Gm35625	lncRNA
7	133209955	133217994	1	ENSMUSG00000109917	Gm45671	lncRNA
7	133228078	133229454	-1	ENSMUSG00000101546	Gm28747	lncRNA
7	133239272	133274700	1	ENSMUSG00000039990	Edrf1	protein_coding
2	35652877	35655891	-1	ENSMUSG00000107106	Gm43760	TEC
2	35709202	35713397	1	ENSMUSG00000086449	9030204H09Rik	lncRNA
2	35734207	35737194	1	ENSMUSG00000106994	Gm10829	TEC
2	35926338	35939418	-1	ENSMUSG00000026895	Ndufa8	protein_coding
2	144312477	144369334	-1	ENSMUSG00000037259	Dzank1	protein_coding
11	102349550	102349800	-1	ENSMUSG00002076051	Gm56028	misc_RNA
11	102366741	102447218	-1	ENSMUSG00000034621	Gpatch8	protein_coding
2	35939470	35969730	1	ENSMUSG00000026894	Morn5	protein_coding
11	102383265	102383435	-1	ENSMUSG00000082487	Gm11628	processed_pseudogene
11	102436528	102436848	1	ENSMUSG00000081677	Mdk-ps1	processed_pseudogene
11	102440022	102440125	-1	ENSMUSG00000065657	Gm25337	snRNA
2	174128401	174128464	1	ENSMUSG00002076469	Gm56457	misc_RNA
11	102467224	102470287	-1	ENSMUSG00000078640	Gm11627	lncRNA
2	174136864	174136985	1	ENSMUSG00002076297	Gm56458	misc_RNA
2	174137130	174137254	1	ENSMUSG00002076699	Gm56459	misc_RNA
2	35956130	35959301	-1	ENSMUSG00000107351	Gm43764	TEC
2	174172112	174188505	-1	ENSMUSG00000090625	Gm20721	protein_coding
11	102495222	102498884	1	ENSMUSG00000050288	Fzd2	protein_coding
7	133275999	133281790	-1	ENSMUSG00000030981	Mmp21	protein_coding
2	144369638	144383915	1	ENSMUSG00000027427	Polr3f	protein_coding
11	102505718	102507372	-1	ENSMUSG00000086105	Gm11636	lncRNA
11	102510622	102515242	-1	ENSMUSG00000086283	2810433D01Rik	lncRNA
11	102549954	102550751	-1	ENSMUSG00000080992	Psmb5-ps	processed_pseudogene
11	102550398	102550506	-1	ENSMUSG00002076487	Gm56048	miRNA
11	102554542	102573063	1	ENSMUSG00000051455	Meioc	protein_coding
7	133287972	133311801	-1	ENSMUSG00000030979	Uros	protein_coding
11	102575512	102588608	-1	ENSMUSG00000020925	Ccdc43	protein_coding
2	174257597	174269295	1	ENSMUSG00000016253	Nelfcd	protein_coding
11	102622127	102622889	-1	ENSMUSG00000084375	Gm11637	processed_pseudogene
11	102623231	102643687	1	ENSMUSG00000086162	Gm16342	unitary_pseudogene
11	102652265	102671088	1	ENSMUSG00000020926	Adam11	protein_coding
7	133311062	133322874	1	ENSMUSG00000030983	Bccip	protein_coding
2	117110474	117173482	-1	ENSMUSG00000027347	Rasgrp1	protein_coding
7	133340208	133340663	-1	ENSMUSG00000081431	Gm15483	processed_pseudogene
7	133349280	133355743	1	ENSMUSG00000109635	Gm45670	lncRNA
7	133378590	133483261	1	ENSMUSG00000053111	Fank1	protein_coding
7	133322671	133384455	-1	ENSMUSG00000030986	Dhx32	protein_coding
2	144384185	144392789	-1	ENSMUSG00000027428	Rbbp9	protein_coding
11	102690405	102710526	-1	ENSMUSG00000034520	Gjc1	protein_coding
2	117244873	117248178	-1	ENSMUSG00000085681	Gm13982	lncRNA
2	174269286	174280832	-1	ENSMUSG00000016256	Ctsz	protein_coding
11	102720704	102720840	1	ENSMUSG00000064788	Gm22683	snoRNA
11	117305215	117306194	1	ENSMUSG00000086588	Gm11729	lncRNA
11	117311463	117312543	-1	ENSMUSG00000083705	Gm8624	transcribed_processed_pseudogene
11	117316995	117329692	1	ENSMUSG00000085336	Gm11732	lncRNA
2	117632598	117634145	-1	ENSMUSG00000101394	Gm28183	lncRNA
11	117370701	117373423	-1	ENSMUSG00000110653	Gm34418	lncRNA
11	117375194	117379840	1	ENSMUSG00000069588	Gm11733	lncRNA
2	117637159	117643294	-1	ENSMUSG00000086203	Gm13985	lncRNA
11	117414338	117423031	1	ENSMUSG00000085419	Gm11734	lncRNA
2	174282722	174283082	-1	ENSMUSG00000082641	Rpl30-ps5	processed_pseudogene
2	117652409	117739617	1	ENSMUSG00000086221	4930412B13Rik	lncRNA
11	97222935	97242903	-1	ENSMUSG00000070337	Gpr179	protein_coding
2	174292488	174299675	1	ENSMUSG00000016255	Tubb1	protein_coding
2	117870324	117871961	1	ENSMUSG00000103266	Gm36979	TEC
2	117908286	117908443	-1	ENSMUSG00000077359	Gm25308	snRNA
2	117942357	117957614	1	ENSMUSG00000040152	Thbs1	protein_coding
7	62227076	62227964	-1	ENSMUSG00000108928	Vmn2r-ps61	unprocessed_pseudogene
11	97253261	97289368	1	ENSMUSG00000038485	Socs7	protein_coding
7	62261405	62261532	1	ENSMUSG00000077683	Gm22494	snoRNA
7	62333150	62334434	-1	ENSMUSG00000109204	Gm9445	processed_pseudogene
7	62431993	62432838	1	ENSMUSG00000109289	Gm32111	processed_pseudogene
7	62460112	62461666	-1	ENSMUSG00000109344	Potefam2	unprocessed_pseudogene
7	27741132	27749526	-1	ENSMUSG00000030603	Psmc4	protein_coding
11	97295311	97296732	1	ENSMUSG00000121148		lncRNA
11	97306359	97393228	1	ENSMUSG00000049807	Arhgap23	protein_coding
7	27754157	27755262	1	ENSMUSG00000109262	Gm44744	lncRNA
7	27770661	27820287	1	ENSMUSG00000047730	Fcgbp	protein_coding
2	117953932	117954528	-1	ENSMUSG00000101859	Gm29233	lncRNA
2	144398149	144432669	1	ENSMUSG00000027429	Sec23b	protein_coding
11	97381609	97391166	-1	ENSMUSG00000047988	4933428G20Rik	lncRNA
11	97400166	97467012	-1	ENSMUSG00000038453	Srcin1	protein_coding
7	27822679	27822784	1	ENSMUSG00000064793	Gm24356	snRNA
7	27828891	27864236	1	ENSMUSG00000078776	9530053A07Rik	protein_coding
7	27866700	27869052	-1	ENSMUSG00000109015	Gm31024	TEC
7	27869135	27878694	1	ENSMUSG00000046865	Fbl	protein_coding
7	27878894	27886719	1	ENSMUSG00000002409	Dyrk1b	protein_coding
2	35971965	35995420	-1	ENSMUSG00000026890	Lhx6	protein_coding
7	27925783	27928079	1	ENSMUSG00000108968	Gm45011	TEC
7	27935076	27935345	-1	ENSMUSG00000109502	Gm18672	processed_pseudogene
7	27967306	27968697	1	ENSMUSG00000046058	Eid2	protein_coding
7	27977164	27978914	1	ENSMUSG00000070705	Eid2b	protein_coding
7	27984077	27990611	-1	ENSMUSG00000046750	Selenov	protein_coding
7	27992978	28001663	-1	ENSMUSG00000003436	Dll3	protein_coding
11	97410438	97412721	-1	ENSMUSG00000087042	Gm11611	lncRNA
11	97489306	97514726	1	ENSMUSG00000085860	2410003L11Rik	lncRNA
11	97518215	97520528	-1	ENSMUSG00000043439	Epop	protein_coding
11	97535010	97551193	-1	ENSMUSG00000085586	Gm11613	lncRNA
11	97551083	97551153	-1	ENSMUSG00002075001	Gm54799	miRNA
11	97554240	97576289	1	ENSMUSG00000038437	Mllt6	protein_coding
7	28004941	28011497	-1	ENSMUSG00000003438	Timm50	protein_coding
2	144435974	144437286	1	ENSMUSG00000074754	Smim26	protein_coding
2	35977368	35977510	-1	ENSMUSG00002075109	Gm56460	misc_RNA
2	117960905	118087447	-1	ENSMUSG00000027344	Fsip1	protein_coding
11	97567886	97567956	1	ENSMUSG00000098881	Mir6927	miRNA
11	97576652	97579447	1	ENSMUSG00000078695	Cisd3	protein_coding
7	28014316	28038171	-1	ENSMUSG00000003435	Supt5	protein_coding
11	97579649	97591323	-1	ENSMUSG00000018537	Pcgf2	protein_coding
2	118079170	118079263	-1	ENSMUSG00002076765	Gm56461	miRNA
2	118083736	118109911	-1	ENSMUSG00000100046	Gm29232	lncRNA
2	118100714	118106650	-1	ENSMUSG00000045339	A930104D05Rik	lncRNA
2	144441817	144610678	1	ENSMUSG00000027430	Dtd1	protein_coding
2	118107591	118203900	-1	ENSMUSG00000040133	Gpr176	protein_coding
2	118135395	118138647	1	ENSMUSG00000085889	1700054M17Rik	lncRNA
2	118181719	118181812	1	ENSMUSG00002075863	Gm56462	rRNA
2	144460063	144460153	-1	ENSMUSG00002076136	Gm56463	miRNA
2	144598249	144600502	1	ENSMUSG00000084306	Gm11743	processed_pseudogene
2	144665576	144666335	1	ENSMUSG00000027431	Scp2d1	protein_coding
11	97594225	97604326	1	ENSMUSG00000069744	Psmb3	protein_coding
2	144772778	144773598	-1	ENSMUSG00000082858	Gm11746	processed_pseudogene
2	36006091	36026785	-1	ENSMUSG00000026889	Rbm18	protein_coding
11	60193533	60193650	-1	ENSMUSG00002076024	Gm55260	miRNA
11	60234071	60235032	1	ENSMUSG00000082148	Gm12266	processed_pseudogene
11	60244155	60285167	1	ENSMUSG00000056598	Drc3	protein_coding
2	36026401	36080659	1	ENSMUSG00000026887	Mrrf	protein_coding
2	36027351	36027715	-1	ENSMUSG00000081496	Gm13428	processed_pseudogene
2	145009674	145484086	1	ENSMUSG00000063873	Slc24a3	protein_coding
7	28014323	28018298	1	ENSMUSG00000109168	Gm44709	lncRNA
7	27880934	27882192	1	ENSMUSG00000121575		protein_coding
7	140297386	140302025	1	ENSMUSG00000121423		lncRNA
11	60291452	60309283	-1	ENSMUSG00000042709	Atpaf2	protein_coding
7	140301195	140302025	1	ENSMUSG00000110199	Or13s1-ps1	transcribed_unprocessed_pseudogene
7	140343652	140354900	1	ENSMUSG00000025479	Cyp2e1	protein_coding
2	36092326	36102915	1	ENSMUSG00000085141	Gm13429	lncRNA
2	145179568	145221301	1	ENSMUSG00000087158	Gm14093	lncRNA
2	145194763	145194856	1	ENSMUSG00002076395	Gm56464	rRNA
2	145323327	145323651	-1	ENSMUSG00002076736	Gm56465	misc_RNA
2	145352114	145352577	-1	ENSMUSG00000084178	Gm11759	processed_pseudogene
2	145392572	145396902	-1	ENSMUSG00000074753	Gm14092	lncRNA
2	36120438	36142284	1	ENSMUSG00000047250	Ptgs1	protein_coding
7	140357142	140367765	-1	ENSMUSG00000025480	Syce1	protein_coding
11	60307971	60341753	1	ENSMUSG00000018415	Gid4	protein_coding
7	140364428	140364914	1	ENSMUSG00000107816	Gm29799	processed_pseudogene
7	140387362	140402091	-1	ENSMUSG00000060314	Zfp941	protein_coding
2	36138721	36140742	-1	ENSMUSG00000106933	Gm43621	TEC
2	36175035	36175926	1	ENSMUSG00000083034	Or1u1-ps1	unprocessed_pseudogene
2	36191553	36192491	1	ENSMUSG00000113163	Or1j8	protein_coding
7	140398000	140436244	-1	ENSMUSG00000110136	Gm45785	protein_coding
11	60337569	60338010	1	ENSMUSG00000083412	Gm12268	processed_pseudogene
11	60340036	60340796	-1	ENSMUSG00000084249	Gm12267	processed_pseudogene
11	60345417	60359580	1	ENSMUSG00000020537	Drg2	protein_coding
7	140414931	140417879	1	ENSMUSG00000025481	Urah	protein_coding
2	26470026	26483132	1	ENSMUSG00000026921	Egfl7	protein_coding
7	140417134	140425602	-1	ENSMUSG00000099590	C330022C24Rik	lncRNA
7	140425460	140426682	1	ENSMUSG00000038801	Scgb1c1	protein_coding
11	119493975	119494797	1	ENSMUSG00000121577		protein_coding
11	53522151	53525529	-1	ENSMUSG00000020383	Il13	protein_coding
7	140427718	140430931	1	ENSMUSG00000025482	Odf3	protein_coding
11	53536571	53537203	1	ENSMUSG00000084373	Rps2-ps4	processed_pseudogene
11	53540346	53598146	-1	ENSMUSG00000020380	Rad50	protein_coding
7	140433307	140437490	-1	ENSMUSG00000025484	Bet1l	protein_coding
7	140436870	140444285	1	ENSMUSG00000025485	Ric8a	protein_coding
7	140443579	140462222	-1	ENSMUSG00000025486	Sirt3	protein_coding
11	53592006	53592315	1	ENSMUSG00002075965	Gm55999	misc_RNA
11	53611621	53615933	1	ENSMUSG00000036117	Il5	protein_coding
11	53614780	53615445	-1	ENSMUSG00000086595	Gm12214	lncRNA
11	53624406	53624758	1	ENSMUSG00000083986	Gm12213	processed_pseudogene
11	53654424	53654481	-1	ENSMUSG00000099153	Mir7671	miRNA
11	53654613	53655070	1	ENSMUSG00000120213		lncRNA
7	140461881	140478556	1	ENSMUSG00000025487	Psmd13	protein_coding
11	53660841	53669200	1	ENSMUSG00000018899	Irf1	protein_coding
2	36213336	36214275	1	ENSMUSG00000082583	Or1j9-ps1	unprocessed_pseudogene
2	36263531	36272445	1	ENSMUSG00000068950	Or1j10	protein_coding
2	36279144	36279431	1	ENSMUSG00000083101	Gm13430	processed_pseudogene
2	36308959	36316135	1	ENSMUSG00000094464	Or1j11	protein_coding
2	36342599	36343537	1	ENSMUSG00000094266	Or1j12	protein_coding
2	26476651	26525646	1	ENSMUSG00000092356	Gm20532	protein_coding
2	145517135	145729536	1	ENSMUSG00000001768	Rin2	protein_coding
11	53660878	53664021	-1	ENSMUSG00000091191	Gm17334	TEC
11	53674244	53750082	-1	ENSMUSG00000081769	Gm12216	lncRNA
7	140470800	140471993	1	ENSMUSG00000083396	Gm15542	processed_pseudogene
7	140478858	140480359	-1	ENSMUSG00000025488	Cox8b	protein_coding
11	53755368	53782486	-1	ENSMUSG00000018900	Slc22a5	protein_coding
7	140485908	140487904	1	ENSMUSG00000109628	BC024386	lncRNA
2	26481369	26481441	1	ENSMUSG00000065540	Mir126a	miRNA
2	36363733	36372480	-1	ENSMUSG00000075387	Or1j13	protein_coding
2	26481375	26481432	-1	ENSMUSG00000105799	Mir126b	miRNA
2	36415010	36420802	1	ENSMUSG00000111869	Or1j14	protein_coding
2	145543334	145543645	-1	ENSMUSG00000081722	Gm11763	processed_pseudogene
2	36416832	36416909	1	ENSMUSG00000110769	Gm47783	unprocessed_pseudogene
2	145720206	145720393	1	ENSMUSG00002074962	Gm56466	miRNA
2	145734002	145734624	1	ENSMUSG00000083014	Gm11764	processed_pseudogene
2	36429209	36429511	1	ENSMUSG00000080960	Or1ao1-ps1	unprocessed_pseudogene
2	36456674	36466190	1	ENSMUSG00000096822	Or1j15	protein_coding
11	53793016	53794394	1	ENSMUSG00000082271	Gm12217	processed_pseudogene
2	36530053	36530988	1	ENSMUSG00000059251	Or1j16	protein_coding
11	53793583	53793981	-1	ENSMUSG00000082380	Gm12218	processed_pseudogene
11	53809486	53809677	-1	ENSMUSG00000118395	Gm50459	unprocessed_pseudogene
2	36575800	36581305	1	ENSMUSG00000094764	Or1j17	protein_coding
11	51474753	51475499	-1	ENSMUSG00000121064		lncRNA
11	51475584	51495316	1	ENSMUSG00000020359	Phykpl	protein_coding
2	36621914	36627652	1	ENSMUSG00000111863	Or1j18	protein_coding
2	26483069	26494429	-1	ENSMUSG00000026922	Agpat2	protein_coding
7	140500815	140509105	1	ENSMUSG00000038745	Nlrp6	protein_coding
2	36658700	36659272	1	ENSMUSG00000082251	Gm13438	processed_pseudogene
2	36674288	36680010	1	ENSMUSG00000049315	Or1j19	protein_coding
2	36680550	36687404	1	ENSMUSG00000111021	Or1j21	protein_coding
2	36697838	36698404	-1	ENSMUSG00000083716	Gm13436	processed_pseudogene
2	145744019	145758345	1	ENSMUSG00000002728	Naa20	protein_coding
7	140521304	140527577	1	ENSMUSG00000062031	Pgghg	protein_coding
11	51490927	51497674	-1	ENSMUSG00000020358	Hnrnpab	protein_coding
2	36701504	36707044	-1	ENSMUSG00000075384	Or1j1	protein_coding
11	51510562	51514541	1	ENSMUSG00000001056	Nhp2	protein_coding
2	26518469	26526509	1	ENSMUSG00000036186	Dipk1b	protein_coding
11	51514498	51526723	-1	ENSMUSG00000001054	Rmnd5b	protein_coding
7	140528871	140530204	-1	ENSMUSG00000025489	Ifitm5	protein_coding
2	36734530	36735138	1	ENSMUSG00000084078	Or1v1-ps1	unprocessed_pseudogene
2	26527859	26527997	-1	ENSMUSG00000097052	Snora43	snoRNA
2	26527860	26527986	-1	ENSMUSG00000064858	Snora43	snoRNA
2	26529202	26529333	-1	ENSMUSG00000077192	Snora17	snoRNA
7	140529135	140535850	-1	ENSMUSG00000110104	Gm45717	protein_coding
2	36736322	36741714	1	ENSMUSG00000050015	Or1j4	protein_coding
11	51533890	51541669	-1	ENSMUSG00000001053	N4bp3	protein_coding
7	140534750	140535900	-1	ENSMUSG00000060591	Ifitm2	protein_coding
2	26530384	26535956	1	ENSMUSG00000086775	Snhg7os	lncRNA
7	140547134	140549738	1	ENSMUSG00000025491	Ifitm1	protein_coding
2	36747551	36752672	-1	ENSMUSG00000075383	Or1n1	protein_coding
11	51541781	51548508	1	ENSMUSG00000052563	D930048N14Rik	lncRNA
2	26557686	26561294	-1	ENSMUSG00000026919	Lcn4	protein_coding
11	51576213	51579701	-1	ENSMUSG00000007777	0610009B22Rik	protein_coding
7	140572493	140573426	-1	ENSMUSG00000110355	Gm7514	processed_pseudogene
2	36758472	36762797	1	ENSMUSG00000053146	Or1j20	protein_coding
7	140574330	140579404	-1	ENSMUSG00000120542		lncRNA
7	140588635	140594988	1	ENSMUSG00000121233		lncRNA
11	51583091	51654461	-1	ENSMUSG00000036391	Sec24a	protein_coding
7	140589499	140590683	-1	ENSMUSG00000025492	Ifitm3	protein_coding
2	26612399	26613093	-1	ENSMUSG00000082951	Gm13359	processed_pseudogene
2	36777305	36782948	-1	ENSMUSG00000075382	Or1n1b	protein_coding
2	145759399	145776934	-1	ENSMUSG00000001767	Crnkl1	protein_coding
7	140595612	140597837	-1	ENSMUSG00000059108	Ifitm6	protein_coding
7	140609044	140609533	1	ENSMUSG00000091441	Gm17387	protein_coding
7	140631502	140632943	1	ENSMUSG00000109703	Gm45299	transcribed_processed_pseudogene
7	140638365	140640804	-1	ENSMUSG00000120649		lncRNA
7	140641017	140652313	1	ENSMUSG00000055629	B4galnt4	protein_coding
2	36795692	36806050	1	ENSMUSG00000055088	Or1n2	protein_coding
2	36799107	36799602	1	ENSMUSG00000081591	Btf3-ps9	processed_pseudogene
2	36815202	36818909	-1	ENSMUSG00000075380	Or1l8	protein_coding
2	26732515	26754991	-1	ENSMUSG00000015787	Abo	protein_coding
7	140658131	140670423	1	ENSMUSG00000054065	Pkp3	protein_coding
2	36827133	36828080	1	ENSMUSG00000070943	Or1ak2	protein_coding
2	36883839	36891859	1	ENSMUSG00000055838	Or1q1	protein_coding
2	26778640	26792891	-1	ENSMUSG00000036160	Surf6	protein_coding
11	51628606	51628749	-1	ENSMUSG00000119011	Gm25291	snoRNA
11	51654514	51682752	1	ENSMUSG00000020386	Sar1b	protein_coding
2	36892175	36899347	-1	ENSMUSG00000075379	Or12k5	protein_coding
2	36909283	36910208	-1	ENSMUSG00000081737	Or12k6-ps1	unprocessed_pseudogene
2	36926036	36926444	1	ENSMUSG00000081174	Gm13439	processed_pseudogene
2	36955758	36959663	1	ENSMUSG00000083361	Or12k7	protein_coding
11	51704282	51748480	-1	ENSMUSG00000020387	Jade2	protein_coding
2	36964034	36972467	-1	ENSMUSG00000083431	Gm13437	processed_pseudogene
2	36973748	36979302	-1	ENSMUSG00000075378	Or12k8	protein_coding
7	140671088	140680485	-1	ENSMUSG00000025494	Sigirr	protein_coding
2	26795274	26800689	-1	ENSMUSG00000015776	Med22	protein_coding
2	36991718	37007922	-1	ENSMUSG00000075377	Or1b1	protein_coding
2	36996269	36996522	-1	ENSMUSG00000068948	Olfr363-ps	unprocessed_pseudogene
2	37029334	37038597	1	ENSMUSG00000078198	Or1l4b	protein_coding
2	37078210	37096031	1	ENSMUSG00000059429	Or1l4	protein_coding
2	37097063	37098085	1	ENSMUSG00000083815	Gm13435	processed_pseudogene
2	37101586	37114518	1	ENSMUSG00000068947	Or1af1	protein_coding
2	145776704	146056959	1	ENSMUSG00000037143	Cfap61	protein_coding
7	140681125	140697719	-1	ENSMUSG00000054662	Ano9	protein_coding
11	51789793	51800451	1	ENSMUSG00000110618	Gm39822	lncRNA
11	51855209	51855316	1	ENSMUSG00000093325	Gm26061	snRNA
11	51858488	51868161	1	ENSMUSG00000020392	Cdkn2aipnl	protein_coding
11	51876324	51891589	-1	ENSMUSG00000020390	Ube2b	protein_coding
11	51891680	51892738	1	ENSMUSG00000086493	Gm12204	lncRNA
11	51929677	51930298	-1	ENSMUSG00000084800	Gm12205	lncRNA
11	85593026	85610570	-1	ENSMUSG00000086199	Bcas3os1	lncRNA
11	85651442	85651528	-1	ENSMUSG00000093278	Mir5110	miRNA
11	85657657	85666506	-1	ENSMUSG00000085514	Bcas3os2	lncRNA
